Year,Size,Gender,Education,Age,Service_Length,Monthly_Wage,Annual_Bonus,Employees,Total_Annual_Income,Wage_Ratio,Emp_Ratio
2013,Medium (100-999),Male,16.5,22.0,0.0,198800,16400,9330,2402000,0.9721941150281297,0.19052481110884215
2013,Medium (100-999),Male,16.5,27.0,0.0,199600,23400,5110,2418600,0.8708771424456286,0.18159203980099503
2013,Medium (100-999),Male,16.5,32.0,0.0,245500,74200,2750,3020200,0.8579138734234746,0.1789199739752765
2013,Medium (100-999),Male,16.5,37.0,0.0,190600,201400,2790,2488600,0.5153127782494358,0.20409656181419167
2013,Medium (100-999),Male,16.5,42.0,0.0,266100,67200,1250,3260400,0.6063040446304044,0.14253135689851767
2013,Medium (100-999),Male,16.5,47.0,0.0,299400,99800,810,3692600,0.6222259668042801,0.11020408163265306
2013,Medium (100-999),Male,16.5,52.0,0.0,396700,284900,1130,5045300,1.0269703631330402,0.23640167364016737
2013,Medium (100-999),Male,16.5,57.0,0.0,461400,45800,460,5582600,1.2145592202593334,0.09236947791164658
2013,Medium (100-999),Male,16.5,62.0,0.0,396800,257800,830,5019400,1.0758777382432374,0.15313653136531366
2013,Small (10-99),Female,9.0,19.0,0.0,118300,200,80,1419800,0.8982096539507813,0.21052631578947367
2013,Small (10-99),Female,9.0,22.0,0.0,135100,0,850,1621200,0.973342939481268,0.7327586206896551
2013,Small (10-99),Female,9.0,27.0,0.0,117400,0,720,1408800,0.8373751783166904,0.576
2013,Small (10-99),Female,9.0,32.0,0.0,132000,5200,810,1589200,0.9587933634992458,0.7570093457943925
2013,Small (10-99),Female,9.0,37.0,0.0,153700,0,990,1844400,1.036237990898365,0.825
2013,Small (10-99),Female,9.0,42.0,0.0,114500,8600,380,1382600,0.7647546877592787,0.5428571428571428
2013,Small (10-99),Female,9.0,47.0,0.0,155500,0,150,1866000,0.8179905312993162,0.3409090909090909
2013,Small (10-99),Female,9.0,52.0,0.0,117500,0,40,1410000,0.8801498127340824,0.08888888888888889
2013,Small (10-99),Female,9.0,62.0,0.0,127400,23100,50,1551900,0.9194265063096155,0.0847457627118644
2013,Small (10-99),Female,9.0,67.0,0.0,132400,0,50,1588800,0.9404522315615012,0.13157894736842105
2013,Small (10-99),Female,9.0,70.0,0.0,109500,29400,160,1343400,0.9826640333552776,0.64
2013,Small (10-99),Female,12.0,19.0,0.0,156200,8900,3980,1883300,1.009649922264515,0.2621870882740448
2013,Small (10-99),Female,12.0,22.0,0.0,142800,5200,4390,1718800,0.917329348348188,0.2445682451253482
2013,Small (10-99),Female,12.0,27.0,0.0,142700,4600,3390,1717000,0.888164701013863,0.2736077481840194
2013,Small (10-99),Female,12.0,32.0,0.0,140300,16500,2760,1700100,0.9013838078574837,0.2799188640973631
2013,Small (10-99),Female,12.0,37.0,0.0,148000,9900,3600,1785900,0.9288983667949652,0.3194321206743567
2013,Small (10-99),Female,12.0,42.0,0.0,151100,7200,3690,1820400,0.8765408320493067,0.2670043415340087
2013,Small (10-99),Female,12.0,47.0,0.0,151800,20900,1850,1842500,0.910011359707611,0.1863041289023162
2013,Small (10-99),Female,12.0,52.0,0.0,124100,7900,1600,1497100,0.8067575577949022,0.20304568527918782
2013,Small (10-99),Female,12.0,57.0,0.0,154500,91000,1160,1945000,0.9289774084157234,0.20640569395017794
2013,Small (10-99),Female,12.0,62.0,0.0,141700,20500,1090,1720900,0.8963954578601938,0.2511520737327189
2013,Small (10-99),Female,12.0,67.0,0.0,159400,0,370,1912800,1.03015941404567,0.40217391304347827
2013,Small (10-99),Female,14.0,22.0,0.0,154600,21900,1360,1877100,0.890127086494689,0.036131774707757705
2013,Small (10-99),Female,14.0,27.0,0.0,165800,30100,550,2019700,0.9108004509582863,0.06571087216248507
2013,Small (10-99),Female,14.0,32.0,0.0,156200,17200,450,1891600,0.8203660334807876,0.06797583081570997
2013,Small (10-99),Female,14.0,37.0,0.0,183100,7400,1800,2204600,0.8797637575322239,0.19933554817275748
2013,Small (10-99),Female,14.0,42.0,0.0,253100,161900,1120,3199100,1.1735509904622157,0.15426997245179064
2013,Small (10-99),Female,14.0,47.0,0.0,143700,6100,250,1730500,0.6947845987071908,0.04892367906066536
2013,Small (10-99),Female,14.0,52.0,0.0,155400,26200,230,1891000,0.6685049669459469,0.05133928571428571
2013,Small (10-99),Female,14.0,57.0,0.0,154300,2600,330,1854200,0.8164325657170534,0.14285714285714285
2013,Small (10-99),Female,14.0,62.0,0.0,200000,0,10,2400000,0.8806046818815587,0.005813953488372093
2013,Small (10-99),Female,16.5,22.0,0.0,185100,4300,1520,2225500,0.9541264737406217,0.0680089485458613
2013,Small (10-99),Female,16.5,27.0,0.0,186500,9100,570,2247100,0.9063810906744111,0.04896907216494845
2013,Small (10-99),Female,16.5,32.0,0.0,217600,120100,570,2731300,1.0557788944723618,0.07028360049321825
2013,Small (10-99),Female,16.5,37.0,0.0,171100,38600,310,2091800,0.7549716678095788,0.11524163568773234
2013,Small (10-99),Female,16.5,42.0,0.0,194800,1300,130,2338900,0.6700183339062679,0.05327868852459016
2013,Small (10-99),Female,16.5,47.0,0.0,164300,0,30,1971600,0.7614413161858418,0.016304347826086956
2013,Small (10-99),Female,16.5,52.0,0.0,139200,0,40,1670400,0.48132780082987553,0.03125
2013,Small (10-99),Male,9.0,19.0,0.0,158000,22300,270,1918300,1.0016709310218788,0.14673913043478262
2013,Small (10-99),Male,9.0,22.0,0.0,172000,18100,380,2082100,0.9617978566149298,0.16379310344827586
2013,Small (10-99),Male,9.0,27.0,0.0,181700,6900,740,2187300,0.9184547554062565,0.25
2013,Small (10-99),Male,9.0,32.0,0.0,184100,0,670,2209200,0.8675096206706981,0.23843416370106763
2013,Small (10-99),Male,9.0,37.0,0.0,196500,18300,210,2376300,0.852790238650637,0.10606060606060606
2013,Small (10-99),Male,9.0,42.0,0.0,196100,15700,380,2368900,0.9059930393544192,0.16379310344827586
2013,Small (10-99),Male,9.0,47.0,0.0,206400,100600,30,2577400,0.8636531179841169,0.013392857142857142
2013,Small (10-99),Male,9.0,52.0,0.0,335700,25300,340,4053700,1.2511805919935801,0.16585365853658537
2013,Small (10-99),Male,9.0,57.0,0.0,207600,10400,180,2501600,1.1386954344758524,0.10650887573964497
2013,Small (10-99),Male,9.0,62.0,0.0,207300,14000,1190,2501600,0.9528452807191286,0.2723112128146453
2013,Small (10-99),Male,9.0,67.0,0.0,186500,1200,400,2239200,1.0250400549324787,0.24390243902439024
2013,Small (10-99),Male,9.0,70.0,0.0,162100,0,70,1945200,0.848468987176132,0.14583333333333334
2013,Small (10-99),Male,12.0,19.0,0.0,164100,5700,7700,1974900,1.005345143555284,0.32312211498111626
2013,Small (10-99),Male,12.0,22.0,0.0,178800,12200,7060,2157800,0.9923200735801334,0.26422155688622756
2013,Small (10-99),Male,12.0,27.0,0.0,202800,44100,7880,2477700,1.0244356239146615,0.30145371078806427
2013,Small (10-99),Male,12.0,32.0,0.0,203900,25300,7290,2472100,0.9046364401507666,0.320298769771529
2013,Small (10-99),Male,12.0,37.0,0.0,219100,26800,6140,2656000,1.0022641509433963,0.23030757689422354
2013,Small (10-99),Male,12.0,42.0,0.0,226300,24300,3900,2739900,0.9946634720104552,0.17816354499771586
2013,Small (10-99),Male,12.0,47.0,0.0,237200,39000,4180,2885400,1.0214890076822318,0.2360248447204969
2013,Small (10-99),Male,12.0,52.0,0.0,234500,5600,2220,2819600,0.9513462446858763,0.15568022440392706
2013,Small (10-99),Male,12.0,57.0,0.0,210400,25700,1890,2550500,0.8955721759893255,0.12865895166780122
2013,Small (10-99),Male,12.0,62.0,0.0,221000,46700,2450,2698700,1.0030477606392865,0.19006982156710628
2013,Small (10-99),Male,12.0,67.0,0.0,188600,97400,300,2360600,0.9768269469502607,0.0759493670886076
2013,Small (10-99),Male,12.0,70.0,0.0,158000,0,290,1896000,0.9221341374446768,0.15846994535519127
2013,Small (10-99),Male,14.0,22.0,0.0,183000,3000,3650,2199000,1.0312807766261782,0.2532963219986121
2013,Small (10-99),Male,14.0,27.0,0.0,191100,61800,1720,2355000,0.9165207238762405,0.16475095785440613
2013,Small (10-99),Male,14.0,32.0,0.0,215800,58400,880,2648000,1.0468472030045464,0.11875843454790823
2013,Small (10-99),Male,14.0,37.0,0.0,249800,24700,1250,3022300,1.0399490743926778,0.30339805825242716
2013,Small (10-99),Male,14.0,42.0,0.0,202900,20200,670,2455000,0.7649166536843746,0.13900414937759337
2013,Small (10-99),Male,14.0,47.0,0.0,241900,17600,290,2920400,0.9621771217712177,0.11372549019607843
2013,Small (10-99),Male,14.0,52.0,0.0,259600,0,80,3115200,0.8931448722727142,0.034482758620689655
2013,Small (10-99),Male,14.0,57.0,0.0,223800,10400,300,2696000,0.6064559667079069,0.22388059701492538
2013,Small (10-99),Male,14.0,62.0,0.0,212600,12700,150,2563900,0.9383326013760797,0.07317073170731707
2013,Small (10-99),Male,16.5,22.0,0.0,197100,10300,5010,2375500,0.9980253760188219,0.24226305609284332
2013,Small (10-99),Male,16.5,27.0,0.0,210200,55900,3450,2578300,0.980267660253973,0.14756201881950384
2013,Small (10-99),Male,16.5,32.0,0.0,236100,46800,2380,2880000,0.8897401835089128,0.15555555555555556
2013,Small (10-99),Male,16.5,37.0,0.0,267300,59300,1930,3266900,0.9449007925030369,0.2163677130044843
2013,Small (10-99),Male,16.5,42.0,0.0,249600,17300,1490,3012500,0.8299812651531849,0.20637119113573407
2013,Small (10-99),Male,16.5,47.0,0.0,292800,91200,590,3604800,0.8288420859008553,0.08149171270718232
2013,Small (10-99),Male,16.5,52.0,0.0,337000,26500,590,4070500,0.8671893308336351,0.1022530329289428
2013,Small (10-99),Male,16.5,57.0,0.0,278800,5200,940,3350800,0.915794364426467,0.16151202749140894
2013,Small (10-99),Male,16.5,62.0,0.0,222700,22300,420,2694700,0.7488814162243281,0.0748663101604278
2013,Small (10-99),Male,16.5,67.0,0.0,201200,0,120,2414400,0.6962339235250015,0.10810810810810811
2014,Large (1000+),Female,9.0,19.0,0.0,145000,0,30,1740000,1.0780669144981412,0.08571428571428572
2014,Large (1000+),Female,9.0,22.0,0.0,138600,0,80,1663200,0.9133443163097199,0.27586206896551724
2014,Large (1000+),Female,9.0,27.0,0.0,168100,0,80,2017200,0.9589275527666857,0.18604651162790697
2014,Large (1000+),Female,9.0,47.0,0.0,121800,12400,280,1474000,0.9374801246581441,0.8
2014,Large (1000+),Female,9.0,57.0,0.0,132100,0,110,1585200,0.8980285520054385,0.13580246913580246
2014,Large (1000+),Female,12.0,19.0,0.0,166100,9600,1910,2002800,1.000499550404636,0.2399497487437186
2014,Large (1000+),Female,12.0,22.0,0.0,168400,25800,460,2046600,1.0219204074499426,0.04708290685772774
2014,Large (1000+),Female,12.0,27.0,0.0,177400,10100,890,2138900,1.013360496517743,0.09955257270693513
2014,Large (1000+),Female,12.0,32.0,0.0,192200,33400,870,2339800,1.1140313288577823,0.10834371108343711
2014,Large (1000+),Female,12.0,37.0,0.0,180300,18800,810,2182400,0.9645540528595421,0.10686015831134564
2014,Large (1000+),Female,12.0,42.0,0.0,175800,20100,1270,2129700,0.9692349701906886,0.132429614181439
2014,Large (1000+),Female,12.0,47.0,0.0,180100,64100,570,2225300,1.037871367939928,0.059251559251559255
2014,Large (1000+),Female,12.0,52.0,0.0,169400,36000,400,2068800,0.9356005788712012,0.07532956685499058
2014,Large (1000+),Female,12.0,57.0,0.0,152800,0,170,1833600,0.9886768036234228,0.06746031746031746
2014,Large (1000+),Female,12.0,62.0,0.0,161000,277700,190,2209700,0.9145730723066098,0.1417910447761194
2014,Large (1000+),Female,12.0,67.0,0.0,185600,110000,180,2337200,1.0318308242461702,0.43902439024390244
2014,Large (1000+),Female,14.0,22.0,0.0,189900,52100,370,2330900,0.9589418685975234,0.018896833503575076
2014,Large (1000+),Female,14.0,27.0,0.0,211900,2900,310,2545700,0.9791153846153846,0.03865336658354115
2014,Large (1000+),Female,14.0,32.0,0.0,208000,35700,480,2531700,0.8745379805865487,0.05977584059775841
2014,Large (1000+),Female,14.0,37.0,0.0,197200,56800,270,2423200,0.8492622577366558,0.03506493506493506
2014,Large (1000+),Female,14.0,42.0,0.0,209200,85900,230,2596300,0.9080194453187843,0.021335807050092765
2014,Large (1000+),Female,14.0,47.0,0.0,282700,723700,370,4116100,1.3556748567288057,0.053857350800582245
2014,Large (1000+),Female,14.0,52.0,0.0,177900,10800,50,2145600,0.8505510187901372,0.012755102040816327
2014,Large (1000+),Female,14.0,57.0,0.0,235000,0,110,2820000,0.7481296758104738,0.06962025316455696
2014,Large (1000+),Female,14.0,62.0,0.0,211600,50400,50,2589600,0.6370322993284298,0.07246376811594203
2014,Large (1000+),Female,16.5,22.0,0.0,214300,11100,4130,2582700,1.008394502576917,0.08351870576339737
2014,Large (1000+),Female,16.5,27.0,0.0,238200,18000,1200,2876400,0.9514107101511593,0.06372809346787042
2014,Large (1000+),Female,16.5,32.0,0.0,245800,55400,300,3005000,0.848654296930159,0.030832476875642344
2014,Large (1000+),Female,16.5,37.0,0.0,272200,109500,430,3375900,0.9570776514614577,0.05613577023498695
2014,Large (1000+),Female,16.5,42.0,0.0,283900,32500,670,3439300,0.9742783490552676,0.13453815261044177
2014,Large (1000+),Female,16.5,47.0,0.0,399100,76500,320,4865700,1.1803075878129246,0.14883720930232558
2014,Large (1000+),Female,16.5,57.0,0.0,181300,0,30,2175600,0.5740823811911233,0.07317073170731707
2014,Large (1000+),Male,9.0,19.0,0.0,187800,36800,50,2290400,1.1612837803579577,0.15151515151515152
2014,Large (1000+),Male,9.0,22.0,0.0,184800,0,160,2217600,0.9377933775954667,0.1951219512195122
2014,Large (1000+),Male,9.0,27.0,0.0,178100,3000,340,2140200,0.9619308732976763,0.4146341463414634
2014,Large (1000+),Male,9.0,32.0,0.0,252600,0,40,3031200,1.2309441624365483,0.05405405405405406
2014,Large (1000+),Male,9.0,37.0,0.0,217700,0,60,2612400,0.8030000307380198,0.08108108108108109
2014,Large (1000+),Male,9.0,42.0,0.0,209200,0,10,2510400,0.8814916254081955,0.0125
2014,Large (1000+),Male,9.0,47.0,0.0,253400,0,10,3040800,1.3992269464384317,0.025
2014,Large (1000+),Male,9.0,57.0,0.0,256800,0,90,3081600,1.2529375889408416,0.3333333333333333
2014,Large (1000+),Male,9.0,62.0,0.0,246200,1256600,450,4211000,1.2299918214744714,0.5844155844155844
2014,Large (1000+),Male,9.0,67.0,0.0,185900,0,10,2230800,1.0928865373309817,0.1111111111111111
2014,Large (1000+),Male,12.0,19.0,0.0,172800,17900,10100,2091500,1.0217890468513362,0.5383795309168443
2014,Large (1000+),Male,12.0,22.0,0.0,221800,31600,4310,2693200,1.1409447151027325,0.3495539334955393
2014,Large (1000+),Male,12.0,27.0,0.0,222500,48800,4850,2718800,1.0841807233720142,0.39366883116883117
2014,Large (1000+),Male,12.0,32.0,0.0,228300,31000,4280,2770600,1.0575212794381466,0.3784261715296198
2014,Large (1000+),Male,12.0,37.0,0.0,216000,37000,2770,2629000,1.0352431581019885,0.3172966781214204
2014,Large (1000+),Male,12.0,42.0,0.0,231900,58900,2120,2841700,1.0473224486787307,0.1948529411764706
2014,Large (1000+),Male,12.0,47.0,0.0,226200,89300,940,2803700,0.8856772807682588,0.15905245346869712
2014,Large (1000+),Male,12.0,52.0,0.0,195100,40800,1050,2382000,0.8898684997011357,0.18716577540106952
2014,Large (1000+),Male,12.0,57.0,0.0,205500,78500,680,2544500,0.7535017323580799,0.12296564195298372
2014,Large (1000+),Male,12.0,62.0,0.0,216000,467200,1320,3059200,0.9091233283803863,0.18830242510699002
2014,Large (1000+),Male,12.0,67.0,0.0,252400,214300,40,3243100,1.2110156833457804,0.0213903743315508
2014,Large (1000+),Male,14.0,22.0,0.0,194000,28300,2490,2356300,1.0345993413830954,0.2301293900184843
2014,Large (1000+),Male,14.0,27.0,0.0,196400,26000,940,2382800,0.9205686910832948,0.1709090909090909
2014,Large (1000+),Male,14.0,32.0,0.0,250600,33700,230,3040900,1.098273620340942,0.07903780068728522
2014,Large (1000+),Male,14.0,37.0,0.0,243800,30800,350,2956400,1.0273839310536559,0.13409961685823754
2014,Large (1000+),Male,14.0,42.0,0.0,230200,0,250,2762400,0.9244670526421472,0.11061946902654868
2014,Large (1000+),Male,14.0,47.0,0.0,225300,131700,320,2835300,0.9922309711286089,0.1871345029239766
2014,Large (1000+),Male,14.0,52.0,0.0,293300,23100,120,3542700,0.8598995121240807,0.11009174311926606
2014,Large (1000+),Male,14.0,57.0,0.0,244900,0,50,2938800,0.6805298258614302,0.040983606557377046
2014,Large (1000+),Male,14.0,62.0,0.0,232200,1302900,40,4089300,1.083057446301348,0.031007751937984496
2014,Large (1000+),Male,16.5,22.0,0.0,223900,23900,9610,2710700,1.0268969958707428,0.17268643306379156
2014,Large (1000+),Male,16.5,27.0,0.0,235500,34300,5820,2860300,0.9036997251271682,0.20385288966725043
2014,Large (1000+),Male,16.5,32.0,0.0,245700,51300,2860,2999700,0.7244077374483808,0.1814720812182741
2014,Large (1000+),Male,16.5,37.0,0.0,316800,102500,1400,3904100,0.7578275132480541,0.09641873278236915
2014,Large (1000+),Male,16.5,42.0,0.0,447400,197900,660,5566700,1.0150432150541555,0.09166666666666666
2014,Large (1000+),Male,16.5,47.0,0.0,372000,493000,570,4957000,0.8083427099130832,0.10088495575221239
2014,Large (1000+),Male,16.5,52.0,0.0,332600,240000,580,4231200,0.7674950117903138,0.11089866156787763
2014,Large (1000+),Male,16.5,57.0,0.0,542800,231000,390,6744600,1.1746695229635822,0.07358490566037736
2014,Large (1000+),Male,16.5,62.0,0.0,449800,491600,1050,5889200,1.3375729632742057,0.1797945205479452
2014,Large (1000+),Male,16.5,67.0,0.0,545200,1221300,150,7763700,1.3311558047425545,0.07537688442211055
2014,Medium (100-999),Female,9.0,19.0,0.0,144800,14500,160,1752100,0.9555519197207679,0.24615384615384617
2014,Medium (100-999),Female,9.0,22.0,0.0,145000,3500,420,1743500,0.9586517842414912,0.4375
2014,Medium (100-999),Female,9.0,27.0,0.0,146200,5500,260,1759900,0.9686278826572734,0.34210526315789475
2014,Medium (100-999),Female,9.0,32.0,0.0,131700,2300,110,1582700,0.8014888337468983,0.22448979591836735
2014,Medium (100-999),Female,9.0,37.0,0.0,131300,0,50,1575600,0.6343505918350913,0.058823529411764705
2014,Medium (100-999),Female,9.0,42.0,0.0,144000,1000,160,1729000,0.920317240645127,0.38095238095238093
2014,Medium (100-999),Female,9.0,47.0,0.0,133700,0,10,1604400,0.7096602972399151,0.01818181818181818
2014,Medium (100-999),Female,9.0,52.0,0.0,153100,15000,10,1852200,1.006575729579914,0.1111111111111111
2014,Medium (100-999),Female,9.0,57.0,0.0,144200,99400,150,1829800,0.9684555943685826,0.6
2014,Medium (100-999),Female,9.0,62.0,0.0,109200,31200,20,1341600,0.7494972067039106,0.06451612903225806
2014,Medium (100-999),Female,9.0,70.0,0.0,190100,169000,20,2450200,1.1888403687530325,0.5
2014,Medium (100-999),Female,12.0,19.0,0.0,158600,7100,6250,1910300,1.0009955984070424,0.3270538984824699
2014,Medium (100-999),Female,12.0,22.0,0.0,151100,4200,2930,1817400,0.9293786755305549,0.23217115689381934
2014,Medium (100-999),Female,12.0,27.0,0.0,155300,7600,2110,1871200,0.8476557191392978,0.18018787361229718
2014,Medium (100-999),Female,12.0,32.0,0.0,160000,8600,2480,1928600,0.8776736142714117,0.28670520231213875
2014,Medium (100-999),Female,12.0,37.0,0.0,149300,17800,2200,1809400,0.8862222657589264,0.21696252465483234
2014,Medium (100-999),Female,12.0,42.0,0.0,156700,11000,2420,1891400,0.8546382901811937,0.1867283950617284
2014,Medium (100-999),Female,12.0,47.0,0.0,161500,7600,2570,1945600,0.9126559714795008,0.20204402515723272
2014,Medium (100-999),Female,12.0,52.0,0.0,151400,18100,1240,1834900,0.8633604667576342,0.1451990632318501
2014,Medium (100-999),Female,12.0,57.0,0.0,144300,21100,580,1752700,0.815133475955725,0.10984848484848485
2014,Medium (100-999),Female,12.0,62.0,0.0,148300,153600,350,1933200,0.8905472636815921,0.11864406779661017
2014,Medium (100-999),Female,12.0,67.0,0.0,135000,0,40,1620000,0.8743995250175419,0.05333333333333334
2014,Medium (100-999),Female,14.0,22.0,0.0,169900,8200,1410,2047000,0.8908908908908909,0.05488516932658622
2014,Medium (100-999),Female,14.0,27.0,0.0,168300,6500,720,2026100,0.812943867110701,0.05603112840466926
2014,Medium (100-999),Female,14.0,32.0,0.0,188200,44200,1250,2302600,0.912245949051147,0.11606313834726091
2014,Medium (100-999),Female,14.0,37.0,0.0,205900,16700,650,2487500,0.9034941159378178,0.056768558951965066
2014,Medium (100-999),Female,14.0,42.0,0.0,158900,9200,900,1916000,0.7283509465521174,0.08670520231213873
2014,Medium (100-999),Female,14.0,47.0,0.0,166000,100,540,1992100,0.7203920008678986,0.04963235294117647
2014,Medium (100-999),Female,14.0,52.0,0.0,156100,0,80,1873200,0.6222842336057405,0.015810276679841896
2014,Medium (100-999),Female,14.0,57.0,0.0,137800,21300,80,1674900,0.4970619658119658,0.020887728459530026
2014,Medium (100-999),Female,16.5,22.0,0.0,202200,9800,3940,2436200,0.9843232323232324,0.0970204383156858
2014,Medium (100-999),Female,16.5,27.0,0.0,203900,56100,980,2502900,0.8755990904320448,0.04868355688027819
2014,Medium (100-999),Female,16.5,32.0,0.0,226900,18500,440,2741300,0.883862647106239,0.046218487394957986
2014,Medium (100-999),Female,16.5,37.0,0.0,210500,133500,210,2659500,0.7826662742789876,0.02888583218707015
2014,Medium (100-999),Female,16.5,42.0,0.0,135600,0,210,1627200,0.5281402142161635,0.056910569105691054
2014,Medium (100-999),Female,16.5,47.0,0.0,650000,1106600,120,8906600,2.266944946422663,0.0392156862745098
2014,Medium (100-999),Female,16.5,52.0,0.0,259100,17400,270,3126600,0.7893859826297718,0.17197452229299362
2014,Medium (100-999),Female,16.5,57.0,0.0,782400,0,110,9388800,1.7514130617270132,0.15942028985507245
2014,Medium (100-999),Male,9.0,19.0,0.0,156200,0,100,1874400,1.0090439276485788,0.18181818181818182
2014,Medium (100-999),Male,9.0,22.0,0.0,167800,27300,310,2040900,0.9725054798437053,0.256198347107438
2014,Medium (100-999),Male,9.0,27.0,0.0,173000,14200,310,2090200,0.7962970017905444,0.2719298245614035
2014,Medium (100-999),Male,9.0,32.0,0.0,186900,21000,380,2263800,0.9071165250841481,0.2585034013605442
2014,Medium (100-999),Male,9.0,37.0,0.0,218800,1600,450,2627200,1.0707095406936464,0.47368421052631576
2014,Medium (100-999),Male,9.0,42.0,0.0,198600,0,70,2383200,0.8269257460097155,0.0945945945945946
2014,Medium (100-999),Male,9.0,47.0,0.0,186400,5000,300,2241800,0.9476264953290781,0.28846153846153844
2014,Medium (100-999),Male,9.0,52.0,0.0,177700,1100,190,2133500,0.9561261987989603,0.34545454545454546
2014,Medium (100-999),Male,9.0,57.0,0.0,203400,11100,170,2451900,1.0971451584034366,0.2463768115942029
2014,Medium (100-999),Male,9.0,62.0,0.0,226600,411700,480,3130900,1.1881973434535105,0.3137254901960784
2014,Medium (100-999),Male,9.0,70.0,0.0,240000,0,10,2880000,1.4660965180207697,0.047619047619047616
2014,Medium (100-999),Male,12.0,19.0,0.0,169500,9000,15790,2043000,1.0018634758728913,0.5265088362787596
2014,Medium (100-999),Male,12.0,22.0,0.0,175400,38500,6970,2143300,0.9835260646108663,0.39512471655328796
2014,Medium (100-999),Male,12.0,27.0,0.0,185700,35600,5460,2264000,0.9826388888888888,0.3580327868852459
2014,Medium (100-999),Male,12.0,32.0,0.0,209400,114400,4320,2627200,1.0086382308903137,0.27852998065764023
2014,Medium (100-999),Male,12.0,37.0,0.0,210500,19600,4290,2545600,1.0093576526566217,0.2948453608247423
2014,Medium (100-999),Male,12.0,42.0,0.0,215100,19500,3410,2600700,0.9826198662485359,0.2246376811594203
2014,Medium (100-999),Male,12.0,47.0,0.0,232700,209900,2420,3002300,1.006233870697456,0.2671081677704194
2014,Medium (100-999),Male,12.0,52.0,0.0,228800,17400,1450,2763000,1.0309316816536696,0.17180094786729858
2014,Medium (100-999),Male,12.0,57.0,0.0,203800,48000,1460,2493600,0.8553493637018489,0.1845764854614412
2014,Medium (100-999),Male,12.0,62.0,0.0,210200,190500,1490,2712900,1.0323059360730593,0.12844827586206897
2014,Medium (100-999),Male,12.0,67.0,0.0,171400,16800,150,2073600,0.8561165930390983,0.08196721311475409
2014,Medium (100-999),Male,12.0,70.0,0.0,137500,81000,60,1731000,0.6715549348230913,0.15384615384615385
2014,Medium (100-999),Male,14.0,22.0,0.0,181400,9800,2300,2186600,0.9703128466829376,0.13279445727482678
2014,Medium (100-999),Male,14.0,27.0,0.0,198200,37800,1290,2416200,0.9304886971925906,0.13665254237288135
2014,Medium (100-999),Male,14.0,32.0,0.0,206200,18500,460,2492900,0.8945706391071877,0.06855439642324888
2014,Medium (100-999),Male,14.0,37.0,0.0,211700,23800,740,2564200,0.8932316159821646,0.12869565217391304
2014,Medium (100-999),Male,14.0,42.0,0.0,243800,29900,270,2955500,0.996527075325376,0.06264501160092807
2014,Medium (100-999),Male,14.0,47.0,0.0,310000,175500,210,3895500,1.1629399647729648,0.07094594594594594
2014,Medium (100-999),Male,14.0,52.0,0.0,175100,57500,170,2158700,0.7692883361248708,0.08717948717948718
2014,Medium (100-999),Male,14.0,57.0,0.0,368800,127300,60,4552900,1.4271071686048333,0.07792207792207792
2014,Medium (100-999),Male,14.0,62.0,0.0,186700,79000,80,2319400,0.7618328132698309,0.029850746268656716
2014,Medium (100-999),Male,16.5,22.0,0.0,214300,7400,9630,2579000,1.006439024390244,0.18370850820297596
2014,Medium (100-999),Male,16.5,27.0,0.0,218700,45800,4260,2670200,0.9438337280407196,0.18562091503267975
2014,Medium (100-999),Male,16.5,32.0,0.0,248000,95800,2460,3071800,0.8568240774315918,0.1386696730552424
2014,Medium (100-999),Male,16.5,37.0,0.0,236900,68900,1490,2911700,0.7168143771541112,0.12811693895098883
2014,Medium (100-999),Male,16.5,42.0,0.0,304400,96500,970,3749300,0.7846350242759083,0.12763157894736843
2014,Medium (100-999),Male,16.5,47.0,0.0,367500,36600,580,4446600,0.8369282891022022,0.10320284697508897
2014,Medium (100-999),Male,16.5,52.0,0.0,377000,217600,970,4741600,0.8068748404662639,0.17198581560283688
2014,Medium (100-999),Male,16.5,57.0,0.0,328800,26300,380,3971900,0.8105256713737654,0.08050847457627118
2014,Medium (100-999),Male,16.5,62.0,0.0,205300,335500,320,2799100,0.8187136213401971,0.05414551607445008
2014,Medium (100-999),Male,16.5,67.0,0.0,292000,0,110,3504000,0.9138565057507237,0.10679611650485436
2014,Small (10-99),Female,9.0,19.0,0.0,137900,15100,360,1669900,0.9581707596970392,0.33962264150943394
2014,Small (10-99),Female,9.0,22.0,0.0,121200,200,270,1454600,0.8308201964816084,0.3
2014,Small (10-99),Female,9.0,27.0,0.0,118600,7000,470,1430200,0.8592886325402548,0.4845360824742268
2014,Small (10-99),Female,9.0,32.0,0.0,121400,100,490,1456900,0.7217735942531582,0.6049382716049383
2014,Small (10-99),Female,9.0,37.0,0.0,123500,0,570,1482000,0.9158324063774564,0.6
2014,Small (10-99),Female,9.0,42.0,0.0,120100,2200,130,1443400,0.6891711229946524,0.2
2014,Small (10-99),Female,9.0,47.0,0.0,223500,86100,90,2768100,1.3794976577294926,0.20930232558139536
2014,Small (10-99),Female,9.0,52.0,0.0,168400,500,70,2021300,0.9340573012939002,0.17073170731707318
2014,Small (10-99),Female,9.0,57.0,0.0,148900,9100,90,1795900,1.0101811227359658,0.1956521739130435
2014,Small (10-99),Female,9.0,62.0,0.0,152800,9500,40,1843100,0.7218784270719097,0.07547169811320754
